"ORDERNUMBER","QUANTITYORDERED","PRICEEACH","ORDERLINENUMBER","SALES","ORDERDATE","STATUS","QTR_ID","MONTH_ID","YEAR_ID","PRODUCTLINE"
10161,37,72.76,5,2692.12,"11/22/2021 04:00 ","Shipped",4,10,2003,"Classic Cars"
10172,32,75.69,3,2423.08,"11/22/2021 03:00 ","Shipped",4,11,2003,"Classic Cars"
10192,47,74.23,16,3488.34,"11/22/2021 02:00 ","Shipped",4,11,2003,"Classic Cars"
10202,37,69.82,4,2583.34,"11/22/2021 01:00 ","Shipped",4,11,2003,"Classic Cars"
10204,20,62.47,10,1249.4,"11/22/2021 00:00 ","Shipped",4,12,2003,"Classic Cars"
10212,41,82.31,3,3374.71,"11/22/2021 23:00","Shipped",1,1,2004,"Classic Cars"
10236,21,60.26,1,1265.46,"11/22/2021 22:00","Shipped",1,2,2004,"Classic Cars"
10241,23,76.43,8,1681.46,"11/22/2021 21:00","Shipped",2,4,2004,"Classic Cars"
10267,40,80.1,5,3204,"11/22/2021 20:00","Shipped",3,7,2004,"Classic Cars"
10279,32,74.96,5,2398.72,"11/22/2021 19:00","Shipped",3,8,2004,"Classic Cars"
10288,36,66.14,11,2381.04,"11/22/2021 18:00","Shipped",3,9,2004,"Classic Cars"
10301,27,72.02,1,2044.54,"11/22/2021 17:00","Shipped",4,10,2003,"Classic Cars"
10311,26,87.45,6,2373.7,"11/22/2021 16:00","Shipped",4,10,2004,"Classic Cars"
10321,30,70.55,3,2106.5,"11/22/2021 15:00","Shipped",4,11,2004,"Classic Cars"
10332,23,56.84,4,1307.32,"11/22/2021 14:00","Shipped",4,11,2004,"Classic Cars"
10344,29,59.53,7,1726.37,"11/22/2021 13:00","Shipped",4,11,2004,"Classic Cars"
10367,21,60.37,10,1267.77,"11/22/2021 12:00","Resolved",1,1,2005,"Classic Cars"
10380,34,100,3,3441.82,"11/22/2021 11:00","Shipped",1,2,2005,"Classic Cars"
10407,26,76.43,8,2087.19,"11/22/2021 10:00 ","On Hold",2,4,2005,"Classic Cars"
10420,60,64.67,11,3880.2,"11/22/2021 09:00 ","In Process",2,5,2005,"Classic Cars"
10104,35,55.49,6,2042.15,"11/22/2021 08:00 ","Shipped",1,1,2003,"Classic Cars"
10115,47,69.36,2,3259.92,"11/22/2021 07:00","Shipped",2,4,2003,"Classic Cars"
10127,20,60.69,8,1213.8,"11/22/2021 06:00 ","Shipped",2,6,2003,"Classic Cars"
10141,20,54.33,2,1086.6,"11/22/2021 05:00 ","Shipped",3,8,2003,"Classic Cars"
10152,25,65.31,4,1632.75,"11/22/2021 04:00 ","Shipped",3,9,2003,"Classic Cars"
10165,25,69.36,9,1734,"11/22/2021 03:00 ","Shipped",4,10,2003,"Classic Cars"
10176,27,68.78,8,1957.06,"11/22/2021 02:00 ","Shipped",4,11,2003,"Classic Cars"
10194,31,60.11,3,1963.41,"11/22/2021 01:00 ","Shipped",4,11,2003,"Classic Cars"
10205,44,66.47,3,2924.68,"11/22/2021 00:00 ","Shipped",4,11,2003,"Classic Cars"
10207,49,46.82,4,2394.19,"11/22/2021 23:00","Shipped",4,12,2003,"Classic Cars"
10230,26,56.07,8,1457.82,"11/22/2021 22:00","Shipped",1,2,2004,"Classic Cars"
10230,36,54.33,6,2055.88,"11/22/2021 21:00","Shipped",1,3,2004,"Classic Cars"
10246,44,52.6,2,2314.4,"11/22/2021 20:00","Shipped",2,5,2004,"Classic Cars"
10259,28,46.82,1,1310.96,"11/22/2021 19:00","Shipped",2,6,2004,"Classic Cars"
10271,45,64.74,2,2913.3,"11/22/2021 18:00","Shipped",3,7,2004,"Classic Cars"
10282,29,46.82,11,1357.78,"11/22/2021 17:00","Shipped",3,8,2004,"Classic Cars"
10292,40,53.75,5,2150,"11/22/2021 16:00","Shipped",3,9,2004,"Classic Cars"
10305,45,61.85,2,2783.25,"11/22/2021 15:00","Shipped",4,10,2004,"Classic Cars"
10314,44,53.19,11,2339.92,"11/22/2021 14:00","Shipped",4,10,2004,"Classic Cars"
10324,25,69.16,14,1729,"11/22/2021 13:00","Shipped",4,11,2004,"Classic Cars"
10336,45,100,4,5972.4,"11/22/2021 12:00","Shipped",4,11,2004,"Classic Cars"
10349,48,47.4,4,2375.2,"11/22/2021 11:00","Shipped",4,12,2004,"Classic Cars"
10358,44,60.76,14,2673.44,"11/22/2021 10:00 ","Shipped",4,12,2004,"Classic Cars"
10371,25,97.27,12,2431.75,"11/22/2021 09:00 ","Shipped",1,1,2005,"Classic Cars"
10383,23,91.76,2,2019.72,"11/22/2021 08:00 ","Shipped",1,2,2005,"Classic Cars"
10394,31,50.29,2,1558.99,"11/22/2021 07:00","Shipped",1,3,2005,"Classic Cars"
10412,21,52.6,2,1104.6,"11/22/2021 06:00 ","Shipped",2,5,2005,"Classic Cars"
10425,55,46.82,1,2575.1,"11/22/2021 05:00 ","In Process",2,5,2005,"Classic Cars"
10107,25,100,3,2845.75,"11/22/2021 04:00 ","Shipped",1,2,2003,"Motorcycles"
10120,35,98.05,1,3431.75,"11/22/2021 03:00 ","Shipped",2,4,2003,"Motorcycles"
10134,35,93.54,3,3273.9,"11/22/2021 02:00 ","Shipped",3,7,2003,"Motorcycles"
10145,43,95.8,7,4120.4,"11/22/2021 01:00 ","Shipped",3,8,2003,"Motorcycles"
10159,44,100,15,5355.68,"11/22/2021 00:00 ","Shipped",4,10,2003,"Motorcycles"
10168,50,100,2,5747.5,"11/22/2021 23:00","Shipped",4,10,2003,"Motorcycles"
10190,48,100,10,5355.36,"11/22/2021 22:00","Shipped",4,11,2003,"Motorcycles"
10198,25,100,2,2535.75,"11/22/2021 21:00","Shipped",4,11,2003,"Motorcycles"
10201,39,100,3,4351.23,"11/22/2021 20:00","Shipped",4,12,2003,"Motorcycles"
10210,25,90.16,15,2354,"11/22/2021 19:00","Shipped",1,1,2004,"Motorcycles"
10233,32,91.29,2,2921.28,"11/22/2021 18:00","Shipped",1,2,2004,"Motorcycles"
10237,20,100,8,2399,"11/22/2021 17:00","Shipped",2,4,2004,"Motorcycles"
10251,26,100,3,2637.19,"11/22/2021 16:00","Shipped",2,5,2004,"Motorcycles"
10263,42,100,3,4307.52,"11/22/2021 15:00","Shipped",2,6,2004,"Motorcycles"
10275,21,100,2,2153.76,"11/22/2021 14:00","Shipped",3,7,2004,"Motorcycles"
10285,34,100,7,3716.88,"11/22/2021 13:00","Shipped",3,8,2004,"Motorcycles"
10299,47,100,10,5455.76,"11/22/2021 12:00","Shipped",3,9,2004,"Motorcycles"
10309,21,100,6,2650.62,"11/22/2021 11:00","Shipped",4,10,2004,"Motorcycles"
10319,48,100,2,6437.28,"11/22/2021 10:00 ","Shipped",4,11,2004,"Motorcycles"
10329,30,87.78,7,2633.4,"11/22/2021 09:00 ","Shipped",4,11,2004,"Motorcycles"
10339,27,84.39,10,2378.53,"11/22/2021 08:00 ","Shipped",4,11,2004,"Motorcycles"
10362,50,96.92,2,4846,"11/22/2021 07:00","Shipped",1,1,2005,"Motorcycles"
10374,38,100,6,4207.1,"11/22/2021 06:00 ","Shipped",1,2,2005,"Motorcycles"
10389,45,100,1,4597.65,"11/22/2021 05:00 ","Shipped",1,3,2005,"Motorcycles"
10403,46,100,8,5287.7,"11/22/2021 04:00 ","Shipped",2,4,2005,"Motorcycles"
10417,35,100,3,3550.05,"11/22/2021 03:00 ","Disputed",2,5,2005,"Motorcycles"
10110,29,59.37,15,1721.73,"11/22/2021 02:00 ","Shipped",1,3,2003,"Classic Cars"
10123,50,59.87,1,2993.5,"11/22/2021 01:00 ","Shipped",2,5,2003,"Classic Cars"
10137,26,49.81,1,1295.06,"11/22/2021 00:00 ","Shipped",3,7,2003,"Classic Cars"
10148,47,56.85,8,2671.95,"11/22/2021 23:00","Shipped",3,9,2003,"Classic Cars"
10161,23,53.33,7,1236.59,"11/22/2021 22:00","Shipped",4,10,2003,"Classic Cars"
10172,34,42.76,5,1453.84,"11/22/2021 21:00","Shipped",4,11,2003,"Classic Cars"
10191,34,53.83,1,1930.23,"11/22/2021 20:00","Shipped",4,11,2003,"Classic Cars"
10202,47,53.83,6,2530.01,"11/22/2021 19:00","Shipped",4,11,2003,"Classic Cars"
10204,45,49.81,12,2341.45,"11/22/2021 18:00","Shipped",4,12,2003,"Classic Cars"
10212,45,53.33,5,2399.85,"11/22/2021 17:00","Shipped",1,1,2004,"Classic Cars"
10236,36,43.27,3,1557.72,"11/22/2021 16:00","Shipped",1,2,2004,"Classic Cars"
10241,21,40.25,10,845.25,"11/22/2021 15:00","Shipped",2,4,2004,"Classic Cars"
10266,28,48.3,1,1352.4,"11/22/2021 14:00","Shipped",3,7,2004,"Classic Cars"
10278,35,45.28,1,1584.8,"11/22/2021 13:00","Shipped",3,8,2004,"Classic Cars"
10288,50,52.32,13,2616,"11/22/2021 12:00","Shipped",3,9,2004,"Classic Cars"
10301,23,51.32,3,1129.04,"11/22/2021 11:00","Shipped",4,10,2003,"Classic Cars"
10311,45,49.3,8,2319.5,"11/22/2021 10:00 ","Shipped",4,10,2004,"Classic Cars"
10321,48,42.26,5,2028.48,"11/22/2021 09:00 ","Shipped",4,11,2004,"Classic Cars"
10332,20,87.96,5,1759.2,"11/22/2021 08:00 ","Shipped",4,11,2004,"Classic Cars"
10343,27,36.21,6,977.67,"11/22/2021 07:00","Shipped",4,11,2004,"Classic Cars"
10367,38,38.5,11,1463,"11/22/2021 06:00 ","Resolved",1,1,2005,"Classic Cars"
10379,32,100,3,3970.56,"11/22/2021 05:00 ","Shipped",1,2,2005,"Classic Cars"
10407,64,40.25,10,2576,"11/22/2021 04:00 ","On Hold",2,4,2005,"Classic Cars"
10420,37,60.37,13,2333.69,"11/22/2021 03:00 ","In Process",2,5,2005,"Classic Cars"
10106,28,88.63,4,2481.64,"11/22/2021 02:00 ","Shipped",1,2,2003,"Planes"
10120,39,100,10,4651.53,"11/22/2021 01:00 ","Shipped",2,4,2003,"Planes"
10133,41,94.1,5,3858.1,"11/22/2021 00:00 ","Shipped",2,6,2003,"Planes"
10145,40,87.54,16,3501.6,"11/22/2021 23:00","Shipped",3,8,2003,"Planes"
10168,49,100,11,6433.7,"11/22/2021 22:00","Shipped",4,10,2003,"Planes"
10210,27,98.48,9,2658.96,"11/22/2021 21:00","Shipped",1,1,2004,"Planes"
10233,34,100,11,3608.76,"11/22/2021 20:00","Shipped",1,2,2004,"Planes"
10235,23,96.29,5,2314.67,"11/22/2021 19:00","Shipped",2,4,2004,"Planes"
10250,31,88.63,6,2747.53,"11/22/2021 18:00","Shipped",2,5,2004,"Planes"
10262,34,97.38,1,3310.92,"11/22/2021 17:00","Cancelled",2,6,2004,"Planes"
10275,25,95.2,11,2380,"11/22/2021 16:00","Shipped",3,7,2004,"Planes"
10284,23,100,3,2310.88,"11/22/2021 15:00","Shipped",3,8,2004,"Planes"
10297,32,100,6,4061.76,"11/22/2021 14:00","Shipped",3,9,2004,"Planes"
10308,31,100,9,3493.7,"11/22/2021 13:00","Shipped",4,10,2004,"Planes"
10316,25,100,1,2872.25,"11/22/2021 12:00","Shipped",4,11,2004,"Planes"
10328,47,87.54,14,4114.38,"11/22/2021 11:00","Shipped",4,11,2004,"Planes"
10339,21,50.65,7,1063.65,"11/22/2021 10:00 ","Shipped",4,11,2004,"Planes"
10353,28,71.73,2,2008.44,"11/22/2021 09:00 ","Shipped",4,12,2004,"Planes"
10374,46,94.1,3,4328.6,"11/22/2021 08:00 ","Shipped",1,2,2005,"Planes"
10386,33,41.71,11,1376.43,"11/22/2021 07:00","Resolved",1,3,2005,"Planes"
10398,43,100,16,5552.16,"11/22/2021 06:00 ","Shipped",1,3,2005,"Planes"
10401,38,96.29,5,3659.02,"11/22/2021 05:00 ","On Hold",2,4,2005,"Planes"
10416,47,88.63,6,4165.61,"11/22/2021 04:00 ","Shipped",2,5,2005,"Planes"
10101,45,31.2,3,1404,"11/22/2021 03:00 ","Shipped",1,1,2003,"Vintage Cars"
10110,20,35.51,3,710.2,"11/22/2021 02:00 ","Shipped",1,3,2003,"Vintage Cars"
10124,45,37.84,2,1702.8,"11/22/2021 01:00 ","Shipped",2,5,2003,"Vintage Cars"
10149,36,33.2,7,1204.84,"11/22/2021 00:00 ","Shipped",3,9,2003,"Vintage Cars"
10162,37,27.23,5,1007.14,"11/22/2021 23:00","Shipped",4,10,2003,"Vintage Cars"
10173,31,31.53,9,977.43,"11/22/2021 22:00","Shipped",4,11,2003,"Vintage Cars"
10192,39,36.84,6,1436.76,"11/22/2021 21:00","Shipped",4,11,2003,"Vintage Cars"
10203,26,29.21,10,759.46,"11/22/2021 20:00","Shipped",4,11,2003,"Vintage Cars"
10205,32,37.17,5,1199.44,"11/22/2021 19:00","Shipped",4,12,2003,"Vintage Cars"
10214,20,34.2,3,683.8,"11/22/2021 18:00","Shipped",1,1,2004,"Vintage Cars"
10237,42,29.21,6,1236.82,"11/22/2021 17:00","Shipped",1,3,2004,"Vintage Cars"
10243,33,29.54,1,974.82,"11/22/2021 16:00","Shipped",2,4,2004,"Vintage Cars"
10280,20,28.88,12,577.6,"11/22/2021 15:00","Shipped",3,8,2004,"Vintage Cars"
10288,29,38.17,1,1106.93,"11/22/2021 14:00","Shipped",3,9,2004,"Vintage Cars"
10304,23,30.2,16,694.6,"11/22/2021 13:00","Shipped",4,10,2004,"Vintage Cars"
10312,39,29.54,13,1152.06,"11/22/2021 12:00","Shipped",4,10,2004,"Vintage Cars"
10323,20,100,3,2624,"11/22/2021 11:00","Shipped",4,11,2004,"Vintage Cars"
10332,45,81.91,6,3685.95,"11/22/2021 10:00 ","Shipped",4,11,2004,"Vintage Cars"
10344,20,35.19,6,703.6,"11/22/2021 09:00 ","Shipped",4,11,2004,"Vintage Cars"
10356,48,100,5,9720,"11/22/2021 08:00 ","Shipped",4,12,2004,"Vintage Cars"
10367,23,36.29,13,834.67,"11/22/2021 07:00","Resolved",1,1,2005,"Vintage Cars"
10380,32,70.56,4,2357.92,"11/22/2021 06:00 ","Shipped",1,2,2005,"Vintage Cars"
10391,33,100,8,8344.71,"11/22/2021 05:00 ","Shipped",1,3,2005,"Vintage Cars"
10409,61,29.54,1,1901.94,"11/22/2021 04:00 ","Shipped",2,4,2005,"Vintage Cars"
10420,45,26.88,1,1210.6,"11/22/2021 03:00 ","In Process",2,5,2005,"Vintage Cars"
10107,38,83.03,7,3155.14,"11/22/2021 02:00 ","Shipped",1,2,2003,"Motorcycles"
10120,34,83.79,5,2848.86,"11/22/2021 01:00 ","Shipped",2,4,2003,"Motorcycles"
10134,43,83.03,7,3570.29,"11/22/2021 00:00 ","Shipped",3,7,2003,"Motorcycles"
10145,47,83.03,11,3902.41,"11/22/2021 23:00","Shipped",3,8,2003,"Motorcycles"
10158,23,67.03,1,1474.66,"11/22/2021 22:00","Shipped",4,10,2003,"Motorcycles"
10168,29,75.41,6,2186.89,"11/22/2021 21:00","Shipped",4,10,2003,"Motorcycles"
10190,28,68.55,14,2020.4,"11/22/2021 20:00","Shipped",4,11,2003,"Motorcycles"
10198,40,91.4,6,3656,"11/22/2021 19:00","Shipped",4,11,2003,"Motorcycles"
10201,25,73.88,7,1947,"11/22/2021 18:00","Shipped",4,12,2003,"Motorcycles"
10210,30,61.7,4,1951,"11/22/2021 17:00","Shipped",1,1,2004,"Motorcycles"
10233,38,69.31,6,2633.78,"11/22/2021 16:00","Shipped",1,2,2004,"Motorcycles"
10236,36,87.6,3,3153.6,"11/22/2021 15:00","Shipped",2,4,2004,"Motorcycles"
10250,32,87.6,1,2803.2,"11/22/2021 14:00","Shipped",2,5,2004,"Motorcycles"
10263,37,62.46,7,2311.02,"11/22/2021 13:00","Shipped",2,6,2004,"Motorcycles"
10275,30,79.98,6,2399.4,"11/22/2021 12:00","Shipped",3,7,2004,"Motorcycles"
10285,39,70.08,11,2733.12,"11/22/2021 11:00","Shipped",3,8,2004,"Motorcycles"
10297,32,65.51,1,2106.32,"11/22/2021 10:00 ","Shipped",3,9,2004,"Motorcycles"
10308,47,63.23,4,2971.34,"11/22/2021 09:00 ","Shipped",4,10,2004,"Motorcycles"
10319,26,86.83,6,2357.58,"11/22/2021 08:00 ","Shipped",4,11,2004,"Motorcycles"
10329,37,94.43,4,3493.91,"11/22/2021 07:00","Shipped",4,11,2004,"Motorcycles"
10340,55,79.98,8,4398.9,"11/22/2021 06:00 ","Shipped",4,11,2004,"Motorcycles"
10363,21,100,8,3595.62,"11/22/2021 05:00 ","Shipped",1,1,2005,"Motorcycles"
10375,23,100,9,2443.29,"11/22/2021 04:00 ","Shipped",1,2,2005,"Motorcycles"
10389,49,81.4,2,3988.6,"11/22/2021 03:00 ","Shipped",1,3,2005,"Motorcycles"
10402,59,87.6,3,5168.4,"11/22/2021 02:00 ","Shipped",2,4,2005,"Motorcycles"
10416,32,87.6,1,2803.2,"11/22/2021 01:00 ","Shipped",2,5,2005,"Motorcycles"
10105,43,100,9,6341.21,"11/22/2021 00:00 ","Shipped",1,2,2003,"Ships"
10117,41,100,3,5199.78,"11/22/2021 23:00","Shipped",2,4,2003,"Ships"
10129,45,100,9,6027.75,"11/22/2021 22:00","Shipped",2,6,2003,"Ships"
10142,33,100,6,3366,"11/22/2021 21:00","Shipped",3,8,2003,"Ships"
10153,40,100,5,5456.4,"11/22/2021 20:00","Shipped",3,9,2003,"Ships"
10167,33,100,16,3812.16,"11/22/2021 19:00","Cancelled",4,10,2003,"Ships"
10177,50,100,7,6083,"11/22/2021 18:00","Shipped",4,11,2003,"Ships"
10195,30,100,7,3170.7,"11/22/2021 17:00","Shipped",4,11,2003,"Ships"
10207,41,100,13,4534.6,"11/22/2021 16:00","Shipped",4,11,2003,"Ships"
10209,35,100,7,4301.15,"11/22/2021 15:00","Shipped",1,1,2004,"Ships"
10231,49,100,1,6804.63,"11/22/2021 14:00","Shipped",1,2,2004,"Ships"
10232,46,100,4,5652.94,"11/22/2021 13:00","Shipped",1,3,2004,"Ships"
10248,48,100,10,6960.48,"11/22/2021 12:00","Cancelled",2,5,2004,"Ships"
10261,36,100,8,4512.6,"11/22/2021 11:00","Shipped",2,6,2004,"Ships"
10273,23,100,11,2784.76,"11/22/2021 10:00 ","Shipped",3,7,2004,"Ships"
10283,42,100,13,5316.36,"11/22/2021 09:00 ","Shipped",3,8,2004,"Ships"
10293,21,100,2,2941.89,"11/22/2021 08:00 ","Shipped",3,9,2004,"Ships"
10306,29,100,7,3207.4,"11/22/2021 07:00","Shipped",4,10,2004,"Ships"
10315,35,100,6,4215.05,"11/22/2021 06:00 ","Shipped",4,10,2004,"Ships"
10326,41,100,4,4333.29,"11/22/2021 05:00 ","Shipped",4,11,2004,"Ships"
10337,29,71.97,4,2097.13,"11/22/2021 04:00 ","Shipped",4,11,2004,"Ships"
10350,34,50.33,7,1711.23,"11/22/2021 03:00 ","Shipped",4,12,2004,"Ships"
10372,37,100,8,3910.53,"11/22/2021 02:00 ","Shipped",1,1,2005,"Ships"
10384,28,80.54,3,2355.12,"11/22/2021 01:00 ","Shipped",1,2,2005,"Ships"
10396,49,100,6,5720.75,"11/22/2021 00:00 ","Shipped",1,3,2005,"Ships"
10414,23,100,10,3335.23,"11/22/2021 23:00","On Hold",2,5,2005,"Ships"
10101,46,53.76,2,2472.96,"11/22/2021 22:00","Shipped",1,1,2003,"Vintage Cars"
10110,39,44.35,2,1729.65,"11/22/2021 21:00","Shipped",1,3,2003,"Vintage Cars"
10124,23,45.25,1,995.5,"11/22/2021 20:00","Shipped",2,5,2003,"Vintage Cars"
10149,49,49.28,6,2414.72,"11/22/2021 19:00","Shipped",3,9,2003,"Vintage Cars"
10162,43,36.29,4,1560.47,"11/22/2021 18:00","Shipped",4,10,2003,"Vintage Cars"
10173,27,41.23,8,1112.94,"11/22/2021 17:00","Shipped",4,11,2003,"Vintage Cars"
10192,31,36.74,5,1138.94,"11/22/2021 16:00","Shipped",4,11,2003,"Vintage Cars"
10203,20,50.62,9,1012.4,"11/22/2021 15:00","Shipped",4,11,2003,"Vintage Cars"
10205,24,38.08,4,913.92,"11/22/2021 14:00","Shipped",4,12,2003,"Vintage Cars"
10214,49,47.94,2,2349.06,"11/22/2021 13:00","Shipped",1,1,2004,"Vintage Cars"
10237,24,48.38,5,1161.12,"11/22/2021 12:00","Shipped",1,3,2004,"Vintage Cars"
10244,39,45.25,9,1764.75,"11/22/2021 11:00","Shipped",2,4,2004,"Vintage Cars"
10255,37,45.7,2,1690.9,"11/22/2021 10:00 ","Shipped",2,6,2004,"Vintage Cars"
10280,45,47.49,11,2137.05,"11/22/2021 09:00 ","Shipped",3,8,2004,"Vintage Cars"
10289,45,48.38,4,2177.1,"11/22/2021 08:00 ","Shipped",3,9,2004,"Vintage Cars"
10304,44,39.42,15,1734.48,"11/22/2021 07:00","Shipped",4,10,2004,"Vintage Cars"
10312,23,37.63,12,865.49,"11/22/2021 06:00 ","Shipped",4,10,2004,"Vintage Cars"
10323,30,100,4,3500.1,"11/22/2021 05:00 ","Shipped",4,11,2004,"Vintage Cars"
10332,26,85.52,10,2323.52,"11/22/2021 04:00 ","Shipped",4,11,2004,"Vintage Cars"
10345,43,53.76,1,2311.68,"11/22/2021 03:00 ","Shipped",4,11,2004,"Vintage Cars"
10356,26,31.86,7,828.36,"11/22/2021 02:00 ","Shipped",4,12,2004,"Vintage Cars"
10367,28,30.59,12,856.52,"11/22/2021 01:00 ","Resolved",1,1,2005,"Vintage Cars"
10380,27,68.35,5,1945.45,"11/22/2021 00:00 ","Shipped",1,2,2005,"Vintage Cars"
10391,24,100,1,4042.08,"11/22/2021 23:00","Shipped",1,3,2005,"Vintage Cars"
10421,40,45.7,2,1928,"11/22/2021 22:00","In Process",2,5,2005,"Vintage Cars"
10103,36,100,1,3680.28,"11/22/2021 21:00","Shipped",1,1,2003,"Trucks and Buses"
10114,21,100,5,2925.09,"11/22/2021 20:00","Shipped",2,4,2003,"Trucks and Buses"
10126,27,100,1,3415.77,"11/22/2021 19:00","Shipped",2,5,2003,"Trucks and Buses"
10140,47,100,1,5105.14,"11/22/2021 18:00","Shipped",3,7,2003,"Trucks and Buses"
10151,42,100,8,5098.8,"11/22/2021 17:00","Shipped",3,9,2003,"Trucks and Buses"
10165,32,100,17,4661.76,"11/22/2021 16:00","Shipped",4,10,2003,"Trucks and Buses"
10175,28,100,6,2969.96,"11/22/2021 15:00","Shipped",4,11,2003,"Trucks and Buses"
10194,24,100,11,3496.32,"11/22/2021 14:00","Shipped",4,11,2003,"Trucks and Buses"
10204,49,100,1,5760.93,"11/22/2021 13:00","Shipped",4,11,2003,"Trucks and Buses"
10207,46,100,12,6820.04,"11/22/2021 12:00","Shipped",4,12,2003,"Trucks and Buses"
10217,28,100,1,3148.88,"11/22/2021 11:00","Shipped",1,2,2004,"Trucks and Buses"
10239,48,100,6,5704.32,"11/22/2021 10:00 ","Shipped",1,3,2004,"Trucks and Buses"
10246,29,100,10,3520.6,"11/22/2021 09:00 ","Shipped",2,5,2004,"Trucks and Buses"
10259,47,100,9,5285.62,"11/22/2021 08:00 ","Shipped",2,6,2004,"Trucks and Buses"
10271,43,100,10,5605.05,"11/22/2021 07:00","Shipped",3,7,2004,"Trucks and Buses"
10281,25,100,6,2779.5,"11/22/2021 06:00 ","Shipped",3,8,2004,"Trucks and Buses"
10291,48,100,1,5398.08,"11/22/2021 05:00 ","Shipped",3,9,2004,"Trucks and Buses"
10305,24,100,10,3199.6,"11/22/2021 04:00 ","Shipped",4,10,2004,"Trucks and Buses"
10313,42,100,4,5581.8,"11/22/2021 03:00 ","Shipped",4,10,2004,"Trucks and Buses"
10324,31,100,2,3820.44,"11/22/2021 02:00 ","Shipped",4,11,2004,"Trucks and Buses"
10334,42,100,5,5528.04,"11/22/2021 01:00 ","On Hold",4,11,2004,"Trucks and Buses"
10348,37,100,1,5981.42,"11/22/2021 00:00 ","Shipped",4,11,2004,"Trucks and Buses"
10358,41,100,7,5684.65,"11/22/2021 23:00","Shipped",4,12,2004,"Trucks and Buses"
10371,20,100,5,3449.4,"11/22/2021 22:00","Shipped",1,1,2005,"Trucks and Buses"
10382,20,100,3,2654.4,"11/22/2021 21:00","Shipped",1,2,2005,"Trucks and Buses"
10412,70,100,10,8498,"11/22/2021 20:00","Shipped",2,5,2005,"Trucks and Buses"
10425,49,100,9,5510.54,"11/22/2021 19:00","In Process",2,5,2005,"Trucks and Buses"
10108,35,58.87,15,2060.45,"11/22/2021 18:00","Shipped",1,3,2003,"Motorcycles"
10121,32,76.88,2,2460.16,"11/22/2021 17:00","Shipped",2,5,2003,"Motorcycles"
10135,29,61.64,16,1787.56,"11/22/2021 16:00","Shipped",3,7,2003,"Motorcycles"
10145,27,60.95,3,1645.65,"11/22/2021 15:00","Shipped",3,8,2003,"Motorcycles"
10159,27,80.34,11,2169.19,"11/22/2021 14:00","Shipped",4,10,2003,"Motorcycles"
10169,38,74.11,11,2816.19,"11/22/2021 13:00","Shipped",4,11,2003,"Motorcycles"
10190,35,72.03,6,2521.05,"11/22/2021 12:00","Shipped",4,11,2003,"Motorcycles"
10200,42,76.2,3,3209.98,"11/22/2021 11:00","Shipped",4,11,2003,"Motorcycles"
10210,21,63.72,11,1338.12,"11/22/2021 10:00 ","Shipped",1,1,2004,"Motorcycles"
10234,37,80.34,4,2972.58,"11/22/2021 09:00 ","Shipped",1,2,2004,"Motorcycles"
10237,26,79.65,4,2070.9,"11/22/2021 08:00 ","Shipped",2,4,2004,"Motorcycles"
10252,47,65.8,8,3092.6,"11/22/2021 07:00","Shipped",2,5,2004,"Motorcycles"
10264,37,65.1,6,2408.7,"11/22/2021 06:00 ","Shipped",2,6,2004,"Motorcycles"
10276,46,75.49,12,3472.54,"11/22/2021 05:00 ","Shipped",3,8,2004,"Motorcycles"
10285,38,59.56,3,2363.28,"11/22/2021 04:00 ","Shipped",3,8,2004,"Motorcycles"
10299,33,66.49,6,2194.17,"11/22/2021 03:00 ","Shipped",3,9,2004,"Motorcycles"
10309,24,56.1,2,1346.4,"11/22/2021 02:00 ","Shipped",4,10,2004,"Motorcycles"
10320,31,81.73,7,2533.63,"11/22/2021 01:00 ","Shipped",4,11,2004,"Motorcycles"
10330,42,81.03,1,3403.26,"11/22/2021 00:00 ","Shipped",4,11,2004,"Motorcycles"
10341,32,100,6,3307.2,"11/22/2021 23:00","Shipped",4,11,2004,"Motorcycles"
10355,41,70.65,3,2896.65,"11/22/2021 22:00","Shipped",4,12,2004,"Motorcycles"
10363,43,61.23,14,2632.89,"11/22/2021 21:00","Shipped",1,1,2005,"Motorcycles"
10375,20,100,14,2046,"11/22/2021 20:00","Shipped",1,2,2005,"Motorcycles"
10390,35,65.13,4,2379.55,"11/22/2021 19:00","Shipped",1,3,2005,"Motorcycles"
10403,27,79.65,4,2150.55,"11/22/2021 18:00","Shipped",2,4,2005,"Motorcycles"
10110,43,78.15,11,3360.45,"11/22/2021 17:00","Shipped",1,3,2003,"Classic Cars"
10124,32,72.7,10,2326.4,"11/22/2021 16:00","Shipped",2,5,2003,"Classic Cars"
10148,21,73.6,4,1545.6,"11/22/2021 15:00","Shipped",3,9,2003,"Classic Cars"
10161,20,100,3,2144.6,"11/22/2021 14:00","Shipped",4,10,2003,"Classic Cars"
10172,23,74.51,1,1639.23,"11/22/2021 13:00","Shipped",4,11,2003,"Classic Cars"
10192,36,73.6,14,2649.6,"11/22/2021 12:00","Shipped",4,11,2003,"Classic Cars"
10202,46,83.6,2,3845.6,"11/22/2021 11:00","Shipped",4,11,2003,"Classic Cars"
10204,47,96.32,8,4527.04,"11/22/2021 10:00 ","Shipped",4,12,2003,"Classic Cars"
10212,45,88.14,1,3966.3,"11/22/2021 09:00 ","Shipped",1,1,2004,"Classic Cars"
